entity,type
Tỉnh ủy,ORG
Tỉnh ủy Thanh Hóa,ORG
Tỉnh ủy Đồng Nai,ORG
Tổng Công ty Tín Nghĩa,ORG
Tổng công ty Tín Nghĩa,ORG
UB,ORG
UBKT Trung ương,ORG
UBND,ORG
UBND các tỉnh Thanh Hóa,ORG
UBND tỉnh Bình Dương,ORG
UBND tỉnh Nam Định,ORG
UBND tỉnh Thanh Hóa,ORG
UBND tỉnh Đồng Nai,ORG
Võ Văn Chánh,PER
Vũ Văn Hưng,PER
Y,ORG
tỉnh Thanh,ORG
tỉnh Thanh Hóa,ORG
Đinh Cẩm Vân,PER
Đinh Quốc Thái,PER
Đầu Thanh Tùng,PER
Đặng Thị Kim Nguyên,PER
Đỗ Minh Tuấn,PER
Đỗ Tấn Điềm,PER
ương,ORG
ươngn,ORG
Ủy ban Tài chính - Ngân sách Quốc hội,ORG
HĐND TPHCM,ORG
MAI HOA,PER
NGÔ BÌNH,PER
Nguyễn Thị Lệ,PER
Nguyễn Văn Dũng,PER
Phan Thị ThắngĐ,ORG
Sở TN - MT,ORG
Sở Tài Chính,ORG
THU HƯỜNG,PER
Thành ủy TPHCM,ORG
UBND TPHCM,ORG
VIỆT DŨNG,PER
VĂN MINH,PER
sở Tài chính,ORG
Bộ Chính trị,ORG
HĐND TPHCM,ORG
Hồ Chí Minh,PER
MAI HOA,PER
NGÔ BÌNH,PER
Nguyễn Hồ Hải,PER
Nguyễn Thiện Nhân,PER
Nguyễn Thị Lệ,PER
Nguyễn Văn Dũng,PER
Nguyễn Văn Hiếuự khuyết,ORG
Nguyễn Văn Nên,PER
Phan Văn Mãi,PER
THU HƯỜNG,PER
Thành ủy TPHCM,ORG
Trung ương Đảng,ORG
Trần Thanh Mẫn,PER
UBND TPHCM,ORG
VIỆT DŨNG,PER
VĂN MINH,PER
biểu Quốc hội TPHCM,ORG
hội,ORG
Đảng bộ TPHCM,ORG
Bộ Chính trị,ORG
HĐND TPHCM,ORG
MAI HOA,PER
NGÔ BÌNH,PER
Nguyễn Hồ Hải,PER
Nguyễn Thiện Nhân,PER
Nguyễn Thị Lệ,PER
Nguyễn Văn Dũng,PER
Nguyễn Văn Hiếu,PER
Nguyễn Văn Nên,PER
Phan Văn Mãi,PER
THU HƯỜNG,PER
Thành ủy TPHCM,ORG
Trần Kim Yến,PER
Trần Kim YếnM,ORG
Trần Thanh Mẫn,PER
UBND TPHCM,ORG
VIỆT DŨNG,PER
VĂN MINH,PER
khu,ORG
Đại biểu Quốc hội TPHCM,ORG
Đảng,ORG
ương Đảng,ORG
Ủy ban MTTQ Việt Nam TPHCM,ORG
Kế hoạch - Đầu tư,ORG
MINH PHONG,PER
Sở Xây dựng Quảng Bình,ORG
-,ORG
Báo SGGP,ORG
Bộ TN - MT,ORG
Chi nhánh Văn phòng đăng ký đất đai huyện Vân Canh,ORG
Hồ Quốc Dũng,PER
LÊ VĂN TÙNG,PER
PHAN VĂN CƯỜNG,PER
Phan Văn Cường,PER
Sở TN - MT tỉnh Bình Định,ORG
Sở TN - MT tỉnh Quảng Ngãi,ORG
TN -,ORG
TRẦN TRUNG CƯỜNG,PER
Trần Phước Hiền,PER
Tỉnh ủy Bình Định,ORG
UBND huyện Vân Canh,ORG
UBND tỉnh Bình Định,ORG
UBND tỉnh Quảng Ngãi,ORG
Văn phòng đăng ký đất đai tỉnh Quảng Ngãi,ORG
Bộ đội Biên phòng tỉnh Hà Tĩnh,ORG
DƯƠNG QUANG,PER
Trần Văn Sông,PER
Đồn Biên phòng Cửa khẩu Quốc tế Cầu Treo,ORG
Ban Tuyên giáo Thành ủy,ORG
Ban quản lý DA đầu tư xây dựng các,ORG
Bộ GTVT,ORG
Bộ TN - MT,ORG
Bộ Xây dựng,ORG
Lương Minh Phúc,PER
Phan Văn Mãi,PER
Sở GTVT TPHCM,ORG
Sở TN - MT TPHCM,ORG
Sở TT - TT,ORG
Trần Quang Lâm,PER
UBND TPHCM,ORG
Võ Trung Trực,PER
ĐỨC TRUNG,PER
.,PER
Bùi Hữu Nghĩa,PER
Bệnh viện Phục hồi chức năng và,ORG
Bệnh viện TP Thủ Đức,ORG
Bệnh viện Đại học Y Dược TPHCM,ORG
Bộ Công an,ORG
Bộ Y tế,ORG
CHÍ THẠCH,PER
Công an TPHCM,ORG
Công an phường 22,ORG
Công an quận 3,ORG
Công an quận Bình Thạnh,ORG
Cổ,ORG
Dũng,PER
Hoàng Dũng,PER
Huỳnh Công Minh,PER
Huỳnh Quang Đại,PER
KIM,PER
NGÔ BÌNH,PER
Nguyễn Thị Hoa,PER
Nguyễn Văn Điển,PER
PHAN MINH TÚ,PER
PHÚC THÀNH,PER
Phan Thị Tuyết,PER
Phòng Kế hoạch tổng hợp,ORG
Quản lý hành chính về trật tự xã hội,ORG
Trần Văn Minh,PER
Tuyết,PER
Y tế công cộng,ORG
dịch vụ công,ORG
dịch vụ công quốc gia,ORG
nghiệp TP,ORG
trị,ORG
Điển,PER
Đỗ Anh Dũng,PER
Giám hiệu,ORG
Hà Mai Hương,PER
Học viện Âm nhạc Huế,ORG
Kiểm tra,ORG
Nguyễn Thị Thanh Hương,PER
Phạm Thị Minh Huệ,PER
Trường Chính trị Nguyễn Chí Thanh,ORG
Tỉnh ủy Thừa Thiên – Huế,ORG
Tỉnh ủy tỉnh Thừa Thiên – Huế,ORG
Tổng hợp Học viện Âm nhạc Huế,ORG
VĂN THẮNG,PER
Y,ORG
ban Kiểm tra,ORG
ĐỨC HỢP,PER
Ủy ban Kiểm tra,ORG
ủy,ORG
Ban Thường vụ,ORG
NGUYỄN QUỐC,PER
Thành ủy Hà Nội,ORG
.,PER
Bệnh viện đa khoa T. Ư Quảng Nam,ORG
Cấp cứu,ORG
M. Tr,PER
N,PER
NGUYỄN CƯỜNG,PER
Tr,PER
.,PER
C,PER
NGUYỄN TRANG,PER
Nguyễn Văn Hồng,PER
Đồn Biên phòng Bình Hải,ORG
Ban QLDA Mỹ Thuận,ORG
Bộ GTVT,ORG
Công ty TNHH Nhạc Sơn,ORG
Cục Quản lý đầu tư xây dựng,ORG
MINH ANH,PER
Tổng công ty 319,ORG
Tổng công ty 36,ORG
Nguyễn Hoàng Nguyên,PER
PHAN HUY,PER
UBND xã Hòa Ninh,ORG
MINH HẢI,PER
Chương,PER
HTX Đồng Din,ORG
Hội Nông dân Việt Nam,ORG
NGỌC OAI,PER
Nông nghiệp kinh doanh tổng hợp Đồng Din,ORG
Trung,ORG
Công ty CP Cấp nước Tân Hòa,ORG
Cục Thuế TPHCM,ORG
Cục Thương mại điện tử và Kinh tế số,ORG
EVN,ORG
Hùng,PER
Lan,PER
Mai,PER
NGUYỄN VĂN ĐẮNG,PER
Nguyễn Thị Vân,PER
Phan Thanh Vũ Hùng,PER
SAWACO,ORG
Sách trắng Thương mại điện tử Việt Nam,ORG
Sở TT - TT TPHCM,ORG
Trần Thanh Mai,PER
Tổng Công ty Cấp nước Sài Gòn,ORG
Tổng Công ty Điện lực TPHCM,ORG
Tổng cục Thuế,ORG
VÕ THỊ TRUNG TRINH,PER
Vân,PER
Bộ GTVT,ORG
Nguyễn Ngọc Hè,PER
Nguyễn Xuân Hòa,PER
THANH HẢI,PER
UBND TP Cần Thơ,ORG
Ban Quản lý đường sắt đô thị Hà Nội,ORG
KHÁNH NGUYỄN,PER
Ban Chỉ đạo liên ngành về an toàn thực phẩm Trung ương,ORG
Bộ Y tế,ORG
KHÁNH NGUYỄN,PER
Báo SGGP,ORG
Bộ GTVT,ORG
NGUYỄN KHOA,PER
Bộ đội Biên phòng Hà T,ORG
Bộ đội Biên phòng tỉnh Hà Tĩnh,ORG
DƯƠNG QUANG,PER
Trần Văn Sông,PER
Đồn Biên phòng Cửa khẩu quốc tế Cầu Treo,ORG
Andrei Kryvasheyeu,PER
Hội Nhà báo Belarus,ORG
Hội Nhà báo TPHCM,ORG
Hội Nhà báo Việt Nam,ORG
Hội đồng quản trị Tổ chức xã hội Hội Nhà báo Belarus,ORG
THU HƯỜNG,PER
Trần Trọng Dũng,PER
Tổ chức xã hội,ORG
hòa Belarus,ORG
nước Cộng hòa Xã hội Chủ nghĩa Việt Nam,ORG
Báo SGGP,ORG
Lâm Đồng,ORG
Nguyễn Quốc Bắc,PER
Phùng Ngọc Hạp,PER
Phạm S,PER
Sở TN - MT tỉnh Lâm Đồng,ORG
Thành,PER
Trần Văn Hiệp,PER
UBND - TNMT,ORG
UBND TP Bảo Lộc,ORG
UBND thị xã Bảo Lộc,ORG
UBND tỉnh Lâm Đồng,ORG
Võ Văn Thành,PER
Xí nghiệp Chè Việt Xô,ORG
ĐOÀN KIÊN,PER
Hùng,PER
Lê Thị An,PER
Nguyễn Phương Trang,PER
Nguyễn Đông Tùng,PER
Nguyễn Đồng Tùng,PER
THU HƯỜNG,PER
Trang,PER
Trần Văn Hùng,PER
UBND quận Phú Nhuận,ORG
Ủy ban MTTQ Việt Nam quận Phú Nhuận,ORG
NGUYỄN TRANG,PER
Phan Tự,PER
UBND TP Quảng Ngãi,ORG
UBND xã Tịnh An,ORG
Bộ Chính trị,ORG
Bộ Quốc phòng,ORG
Nguyễn Thành Cung,PER
Nguyễn Văn Nên,PER
Phan Văn Giang,PER
Thành ủy TPHCM,ORG
Bệnh viện Đà Nẵng,ORG
Bộ Chính trị,ORG
Chi bộ Bệnh viện Phổi Đà Nẵng,ORG
Công ty cổ phần Công nghệ Việt Á,ORG
Lê Thành Phúc,PER
Lê Đức Nhân,PER
Sở Tài chính Đà Nẵng,ORG
Sở Y tế Đà Nẵng,ORG
Th,ORG
Thành ủy Đà Nẵng,ORG
Thường vụ,ORG
Trung tâm Kiểm soát Bệnh tật Đà Nẵng,ORG
Trần Thanh Thủy,PER
Trần Thủ,PER
UBND TP Đà Nẵng,ORG
XUÂN QUỲNH,PER
đoàn,ORG
Ủy ban Kiểm tra Trung ương,ORG
Ủy ban MTTQ Việt Nam TP Đà Nẵng,ORG
Công ty May mặc Dony,ORG
Cổng dịch vụ công quốc gia,ORG
Dương Anh Đức,PER
NGUYỄN THỊ THU HƯỜNG,PER
Nguyễn Văn Đức,PER
PHẠM QUANG ANH,PER
Sở Nội vụ TPHCM,ORG
TPHCM,ORG
TT,ORG
Trịnh Thị Thúy Hiền,PER
UBND TP Thủ Đức,ORG
UBND TPHCM,ORG
UBND quận 1,ORG
UBND quận 10,ORG
UBND quận 12,ORG
dịch,ORG
dịch vụ,ORG
TƯ QUÉO,PER
Bùi Xuân Cường,PER
Công ty TNHH MTV Quản lý khai thác dịch vụ Thủy lợi,ORG
Dự án đầu tư,ORG
HÀ VĂN,PER
Nhà máy xử lý nước thải Bắc Sài Gòn,ORG
Sở TN - MT TPHCM,ORG
Sở TN - MT tỉnh Bình Dương,ORG
UBND TP Thủ Đức,ORG
th,ORG
xử lý,ORG
NGỌC OAI,PER
Ban Quản lý các Khu chế xuất và công nghiệp TPHCM,ORG
HĐND TPHCM,ORG
Khu Công nghệ cao TPHCM,ORG
Liên đoàn Lao động TPHCM,ORG
LÊ VĂN THINH,PER
Lê Văn Thinh,PER
NGÔ BÌNH,PER
Nguyễn Thị Lệ,PER
Sở LĐTB - XH TPHCM,ORG
THÁI PHƯƠNG,PER
Trung tâm Dịch vụ việc làm TPHCM,ORG
UBND TP Thủ Đức,ORG
Ủy ban MTTQ Việt Nam TPHCM,ORG
Công an huyện Củ Chi,ORG
MINH HẢI,PER
Nguyễn Thị Thanh Mỹ,PER
Sở TN - MT,ORG
Sở TN - MT TPHCM,ORG
Trương Tiến Triển,PER
Trạm Cảnh sát đường thủy Rạch Tra,ORG
UBND huyện Cần Giờ,ORG
phòng TN - MT huyện Củ,ORG
Đinh Hoài Phong,PER
Ban Quản lý dự án Mỹ Thuận,ORG
Bộ Công thương,ORG
Bộ GTVT,ORG
Bộ TN - MT,ORG
Phạm Minh Chính,PER
Phạm Văn Thiều,PER
TẤN THÁI,PER
UBND tỉnh Bạc Liêu,ORG
Công ty Always,ORG
Công ty Nissei Electric Việt Nam,ORG
Công ty cổ phần In số 7,ORG
Công ty cổ phần Sài Gòn Food,ORG
HỒNG HẢI,PER
LĐLĐ TPHCM,ORG
Phạm Chí Tâm,PER
Phạm Thị Hồng Hà,PER
Trương Hoàng Tâm,PER
Trần Phước Hùng,PER
Trần Thanh Nga,PER
Trần Thị Diệu ThúyM,ORG
Trần Thị Hồng Vân,PER
App,ORG
BHXH,ORG
BHXH TPHCM,ORG
BHXH Việt Nam,ORG
BXH Việt Nam,ORG
Công an phường 12,ORG
Lê Minh Nhựt,PER
MAI HOA,PER
NGÔ BÌNH,PER
Nguyễn Hoàng Bạch Phụng,PER
Nguyễn Thị Thu Hường,PER
Nguyễn Văn Tuấn,PER
Nhựt,PER
PHAN VĂN MẾN,PER
Phạm Thị Hồng Loan,PER
Phạm Thị Thúy Hằng,PER
Sở TN - MT TPHCM,ORG
Sở Xây dựng TPHCM,ORG
Trung tâm Dữ liệu và điều hành thông minh quận 3,ORG
Trần Hoàng Quân,PER
Trần Hữu Tài,PER
Tuấn,PER
UBND phường 12,ORG
UBND quận 3,ORG
VĂN MINH,PER
https,ORG
thông,ORG
thông tin,ORG
tâm Dữ liệu và điều hành thông minh,ORG
B,PER
Báo SGGP,ORG
N,PER
Phan Công Mẫn,PER
Trường Tiểu học thị trấn Phú Lộc,ORG
Trần Văn Nam,PER
UBND huyện Phú Lộc,ORG
UBND thị trấn Phú Lộcu Lùm,PER
VĂN THẮNG,PER
Rằng,PER
Thanh,PER
Thụy Anh,PER
Tú,PER
YÊN HÀ,PER
TIÊU HÀ,PER
Công ty TNHH PaiHong,ORG
Phạm Minh Chính,PER
XUÂN TRUNG,PER
Bộ VH - TT - DL,ORG
Christian Manhart,PER
Cù Chính Lan,PER
DUY CƯỜNG,PER
Hồ Tùng Mậu,PER
Hồ Xuân Hương,PER
Liên hiệp quốc,ORG
Nguyễn Xuân Phúc,PER
Nôm,PER
TTXVN,ORG
"Tổ chức Giáo dục, Khoa học và Văn hóa",ORG
UNESCO,ORG
lượng vũ trang,ORG
Đảng bộ và nhân dân tỉnh Nghệ An,ORG
Ủy ban quốc gia UNESCO Việt Nam,ORG
Công an TPHCM,ORG
Sở Xây dựng,ORG
Trần Hoàng Quân,PER
ĐỨC TRUNG,PER
Bộ Công an,ORG
C05,ORG
Công an tỉnh Bà Rịa - Vũng Tàu,ORG
Cục Cảnh sát Phòng chống tội phạm về môi trường,ORG
Liên doanh Việt - Nga Vietsovpetro,ORG
Nhữ Thị Minh Nguyệt,PER
PHÚ NGÂN,PER
Sở TN - MT và,ORG
Tổng cục Biển và hải đảo,ORG
Công ty Cổ phần Tập đoàn XNK trái cây Chánh Thu,ORG
HNG,PER
Huyện ủy Chợ Lách,ORG
Hội đồng lý luận Trung ương,ORG
Lê Đức Thọ,PER
PHAN HUY,PER
TRƯƠNG HÙNG,PER
Trần Ngọc Tam,PER
Tạ Ngọc Tấn,PER
Tỉnh ủy Bến Tre,ORG
UBND tỉnh Bến Tre,ORG
Đảng ủy xã Vĩnh Thành,ORG
Ban Dân vận Trung ương,ORG
Hội Chữ thập đỏ TPHCM,ORG
Hội Chữ thập đỏ Việt Nam,ORG
MTTQ Việt Nam,ORG
Nam,ORG
TRẦN BÌNH,PER
Việt Nam,ORG
Đảng đoàn Hội Chữ thập đỏ Việt Nam,ORG
Đảng đoàn MTTQ Việt Nam,ORG
Đảng đoàn Quốc hội,ORG
ĐaKrông,ORG
Dương Đức Tiến,PER
Lê Văn Tư,PER
MINH PHONG,PER
Nguyễn Đức Trọng,PER
Trọng,PER
Ban Chỉ huy Quân sự Cư M ’ gar,ORG
BÍCH QUYÊN,PER
Bệnh viện Nguyễn Tri Phương,ORG
Bộ chỉ huy Bộ đội Biên phòng tỉnh Cao Bằng,ORG
CLB Nét Bút Xanh,ORG
CLB thiện nguyện Xì Trum Tánh Linh,ORG
Công an Thủ đô,ORG
Công an tỉnh Kon Tum,ORG
Công ty TNHH Xã hội Thư Viện Ước Mơ,ORG
FAS Angel,ORG
Giuse,ORG
Hiệp hội doanh nghiệp thành phố Cẩm Phả,ORG
Hội CTĐ tỉnh Quảng Ninh,ORG
Hội Chữ thập đỏ,ORG
Hội Thanh niên vận động hiến máu Hà Nội,ORG
Hội Thiện nguyện Đom Đóm Phú Yên,ORG
Lê Văn Mão,PER
Lê Văn Đinh,PER
Nguyễn Thị Minh Tâm,PER
Nguyễn Thị Thanh Loan,PER
Nguyễn Trung Hải,PER
Nguyễn Đức Vinh,PER
Nhất Tâm,ORG
Phạm Thị Ngọc Bích,PER
Quỹ Người FPT,ORG
T,ORG
Trung tâm Tình nguyện Quốc gia,ORG
Trương Văn Vũ,PER
Trần Khánh Duy,PER
Tình nguyện,ORG
Viện huyết học - Truyền Máu Trung ương,ORG
Võ Akido,PER
Xanh Việt Nam,ORG
nguyện Kết,ORG
Đinh Minh Nhật,PER
Đoàn,ORG
Đoàn TNCS Hồ Chí Minh,ORG
Đoàn thanh niên,ORG
Đào Duy Hảo,PER
Hồ Tấn Minh,PER
Lao động,ORG
Sở GD - ĐT TPHCM,ORG
THU TÂM,PER
Trường THPT Võ Thị Sáu,ORG
Bộ,ORG
CJ,ORG
Choo Kyung - ho,PER
Daewoo,ORG
Doosan,ORG
EPG,ORG
GS,ORG
Han Duck - soo,PER
"Hiệp hội Kinh tế, Văn hóa Hàn Quốc - Việt Nam",ORG
Hyosung,ORG
Hyundai Motor,ORG
Hàn Dân Quốc,ORG
Hội Hữu nghị Hàn - Việt,ORG
Kim Jin - pyo,PER
Kế hoạch và Tài chính,ORG
LG,ORG
Lotte,ORG
Lý,PER
Nguyễn Xuân Phúc,PER
Ngân hàng KDB,ORG
Nhà nước Việt Nam,ORG
Quốc hội,ORG
Samsung Electronics,ORG
TTXVN,ORG
Việt,ORG
Việt Nam,ORG
Yoon Suk - yeol,PER
Yoon Suk Yeol,PER
người,ORG
tịch nước Việt Nam,ORG
Đoàn cấp cao Việt Nam,ORG
Đại sứ quán Việt Nam,ORG
Đảng,ORG
"Đảng, Nhà nước Việt Nam",ORG
Đảng. /,ORG
Công an phường Quang Trung,ORG
Công an thị xã Sơn Tây,ORG
Cảnh sát 113 Sơn Tây,ORG
Cảnh sát PCCC & CNCH,ORG
Trung tâm Thông tin chỉ huy Công an thành phố,ORG
BCA,ORG
CDC,ORG
Công an Thừa Thiên Huế,ORG
Hoàng Văn Đức,PER
Học viện Âm nhạc Huế,ORG
Nguyễn Thị Thanh Hương,PER
Phạm Thị Minh Huệ,PER
Sở Y tế Thừa Thiên Huế,ORG
Thường vụ,ORG
Trung tâm Kiểm soát bệnh tật,ORG
Tỉnh ủy TT. Huế,ORG
Tỉnh ủy Thừa Thiên Huế,ORG
Tổng hợp,ORG
ban kiểm tra,ORG
Đảng,ORG
Ủy ban kiểm tra,ORG
ủy,ORG
Quỳnh,PER
Quỳnh Nguyễn,PER
Trung tâm hỗ trợ tâm lý cộng đồng SPC,ORG
Bộ Công Thương,ORG
Bộ Kế hoạch và Đầu tư,ORG
Bộ Lao động - Thương binh và Xã hội,ORG
Bộ Thông tin và Truyền thông,ORG
Bộ Tài chính,ORG
Bộ Xây dựng,ORG
Bộ Y tế,ORG
NHNN,ORG
Nhật Bắc,PER
Phạm Minh Chính,PER
Nguyễn Thị Lý,PER
Nguyễn Xuân Phúc,PER
TTXVN,ORG
Phạm Văn Tùng,PER
Tùng,PER
Tổng công ty Xây dựng Thăng Long,ORG
&,ORG
ADB,ORG
ASEAN,ORG
Hiệp hội Các quốc gia Đông Nam Á,ORG
Hyundai Motor,ORG
IMF,ORG
Liên hợp quốc,ORG
Moody ’ s,ORG
Nguyễn Xuân Phúc,PER
Ngân hàng Phát triển châu Á,ORG
Ngân hàng Thế giới,ORG
Quỹ Tiền tệ quốc tế,ORG
S,ORG
TTXVN,ORG
UNAD,ORG
WB,ORG
WIPO,ORG
công ty Amkor Technology,ORG
công ty Hana Micron,ORG
công ty Luật Kim & Chang,ORG
công ty Samsung SDS,ORG
ngân hàng Hana,ORG
ngân hàng Shinhan Bank,ORG
triển,ORG
tập đoàn LG,ORG
tập đoàn tài chính Hana,ORG
tập đoàn tài chính KB,ORG
tập đoàn tài chính Nonghyu,ORG
tập đoàn tài chính Woori,ORG
Choo Kyung - ho,PER
Nguyễn Xuân Phúc,PER
TTXVN,ORG
ASEAN,ORG
Cộng đồng Kinh tế Tây Phi,ORG
EC,ORG
Phạm Minh Chính,PER
TTXVN,ORG
Yemi Osinbajo,PER
Bộ Công an,ORG
Bộ VHTTDL,ORG
"Bộ Văn hóa, Thể thao và Du lịch",ORG
Nguyễn Đức,PER
Trịnh Thị Thủy,PER
Bộ Văn hóa Thể thao và Du lịch,ORG
"Bộ Văn hóa, Thể thao và Du lịch",ORG
Nguyễn Xuân Phúc,PER
TTXVN,ORG
Trung tâm Văn hóa Việt Nam,ORG
Yoon Seok Yeol,PER
Yoon Suk - yeol,PER
ASEAN,ORG
Hội đồng Bảo an LHQ,ORG
Nguyễn Xuân Phúc,PER
Trung tâm Văn hóa Việt Nam,ORG
Viện Khoa học công nghệ Hàn – Việt,ORG
Yoon Suk Yeol,PER
ước Liên Hợp Quốc về Luật Biển 1982,ORG
Bộ Kế hoạch và Tài chính Hàn Quốc,ORG
Bộ Kế hoạch và Đầu tư,ORG
Nguyễn Xuân Phúc,PER
TTXVN,ORG
Yoon Suk - yeol,PER
Ban Chấp hành Trung ương Đảng,ORG
Ban Kinh tế Trung ương,ORG
Ban Nội chính Trung ương,ORG
Ban Quản lý Làng Văn hóa – Du lịch các dân tộc Việt Nam,ORG
Ban tổ chức Trung ương,ORG
Bí thư,ORG
Bộ Chính trị,ORG
Bộ VHTTDL,ORG
Mặt trận Tổ quốc Việt Nam,ORG
Nguyễn Sinh Hùng,PER
Nguyễn Thị Kim Ngân,PER
Phan Đình Trạc,PER
Phạm Minh Chính,PER
Thanh niên Bộ,ORG
Trương Thị Mai,PER
Trần Tuấn Anh,PER
Trịnh Thị Thủy,PER
Võ Văn Thưởng,PER
Vũ Đức Đam,PER
XIII,ORG
binh Bộ,ORG
c,ORG
phủ,ORG
thư,ORG
Đảng,ORG
. Osinbajo,PER
ASEAN,ORG
Bộ Ngoại giao,ORG
Cộng hòa Liên bang,ORG
Cộng đồng Kinh tế Tây PhiAS,ORG
Liên bang,ORG
Liên hợp quốc,ORG
TTXVN,ORG
Võ Thị Ánh Xuân,PER
Y,PER
Yemi Osinbajo,PER
Yemi Osinbajo.,PER
Bộ Chính trị,ORG
Mặt trận Tổ quốc Việt Nam,ORG
Báo điện tử VTV News,ORG
Bệnh viện Nhi Trung ương,ORG
Bộ Y tế,ORG
Lê Hồng Quang,PER
Nguyễn Hà Thành,PER
Nguyễn Hồng Sơn,PER
Nguyễn Tiến Anh,PER
Nguyễn Việt Phương,PER
Quỹ Tấm Lòng Việt,ORG
Quỹ Tấm lòng Việt,ORG
Thanh Lam,PER
Trung tâm tim mạch,ORG
Tào Đức Thắng,PER
Tập đoàn Công nghiệp Viễn thông Quân đội,ORG
Tập đoàn Công nghiệp Viễn thông Quân đội Viettel,ORG
Tập đoàn Công nghiệp – Viễn thông Quân đội,ORG
Viettel,ORG
Vũ Thanh Thủy,PER
Vụ tổ chức cán bộ,ORG
Đài Truyền hình Việt Nam,ORG
ủy Đài THVN,ORG
Ban Thường vụ,ORG
Bệnh viện Phổi Đà Nẵng,ORG
Bệnh viện Đà Nẵng,ORG
Bộ Chính trị,ORG
Chi bộ Bệnh viện Phổi Đà Nẵng,ORG
Công ty cổ phần Công nghệ Việt Á,ORG
Lê Thành Phúc,PER
Lê Đức Nhân,PER
Nẵng,ORG
Phổi,ORG
Sở Tài chính thành phố,ORG
Sở Y tế,ORG
Sở Y tế thành phố,ORG
Thành ủy Đà Nẵng,ORG
Trung tâm Kiểm soát Bệnh tật thành phố,ORG
Trung tâm Kiểm soát Bệnh tật Đà Nẵng,ORG
Trung tâm Kiểm soát bệnh tật Đà Nẵng,ORG
Trần Thanh Thủy,PER
Trần Thủ,PER
Trần Thủấp,ORG
Tài chính,ORG
ban nhân dân,ORG
phố,ORG
viện Phổi Đà Nẵng,ORG
viện Đà Nẵng,ORG
Đảng,ORG
Đảng đoàn Ủy ban MTTQ Việt Nam thành phố,ORG
Ủy ban Kiểm tra Trung ương,ORG
Ủy ban MTTQ Việt Nam,ORG
Ủy ban MTTQ Việt Nam thành phố,ORG
Ủy ban Mặt trận Tổ quốc,ORG
ủy,ORG
Ban Chấp hành Trung ương Đảng,ORG
Mặt trận Tổ quốc Việt Nam,ORG
Ðảng Cộng sản Việt Nam,ORG
Hiền,PER
Nguyễn Ngọc Bảo,PER
Nguyễn Thị Ánh Hiền,PER
Phạm Thế Ân,PER
Ân,PER
Ngoại giao,ORG
Nguyễn Vũ Tùng,PER
Nguyễn Xuân Phúc,PER
Oh Young - ju,PER
Park Jin,PER
Quốc hội Hàn Quốc,ORG
Việt Nam,ORG
Yoon Suk Yeol,PER
Đoàn cấp cao Việt Nam,ORG
Đại Hàn Dân Quốc,ORG
Bùi Thanh Sơn,PER
Bộ Công Thương,ORG
Bộ Công an,ORG
Bộ Khoa học và Công nghệ,ORG
Bộ Kế hoạch và Đầu tư,ORG
"Bộ Lao động, Thương binh và Xã hội",ORG
Bộ Ngoại giao,ORG
Bộ Quốc phòng,ORG
Bộ Thông tin và Truyền thông,ORG
Bộ Tài chính,ORG
"Bộ Văn hóa, Thể thao và Du lịch",ORG
Bộ Y tế,ORG
Chính phủ,ORG
Liên hiệp các tổ chức hữu nghị Việt Nam,ORG
Lê Huy Vịnh,PER
Lê Khánh Hải,PER
Nam,ORG
Nguyễn Chí Dũng,PER
Nguyễn Hồng Diên,PER
Nguyễn Thị Thanh,PER
Nguyễn Văn Hùng,PER
Nguyễn Vũ Tùng,PER
Nguyễn Xuân Phúc,PER
Ngân hàng Nhà nước Việt Nam,ORG
Nhóm Nghị sỹ Hữu nghị Việt Nam,ORG
Phạm Bình Minh,PER
Trần Quốc Tỏ,PER
Yoon Suk Yeol,PER
ban Tổ chức Trung ương,ORG
phủ,ORG
tịch,ORG
Đào Hồng Lan,PER
"Đảng, Nhà nước Việt Nam",ORG
Lao động,ORG
Hùng,PER
Hiệp,PER
Hoa,PER
Hội Cựu chiến binh phường An Xuân,ORG
Lê Thị Kim Hoa,PER
Nguyễn Đình Phùng,PER
Phùng,PER
Phùng Hiệp,PER
Đỗ Văn Thương,PER
Bộ Chính trị,ORG
Ban Thường vụ,ORG
Bộ Chính trị,ORG
Công ty TNHH PaiHong,ORG
Nhật Bắc,PER
Phạm Minh Chính,PER
Tỉnh ủy Bình Dương,ORG
Bộ Chính trị,ORG
Bộ VHTTDL,ORG
Cao Thị Ngọc Dung,PER
Công ty Cổ phần Phân bón Dầu khí Cà Mau,ORG
Công ty cổ phần Vàng bạc Đá quý Phú Nhuận PNJ,ORG
Hiệp hội Phát triển Văn hoá Doanh nghiệp Việt Nam,ORG
Hiệp hội Xây dựng và Vật liệu Xây dựng TP. HCM,ORG
Hà Thu Thanh,PER
Hải,PER
Hội đồng Quản trị,ORG
Hội đồng Thành viên Deloitte Việt Nam,ORG
Liên Hiệp Quốc,ORG
Lê Viết Hải,PER
Nam,PER
Nguyễn Văn Hùng,PER
Ngọ Trường Nam,PER
PNJ,ORG
Quyên,PER
TH Group,ORG
Thanh,PER
Trần Thanh Mẫn,PER
Trần Thị Quyên,PER
Tập đoàn Dầu khí Việt Nam,ORG
Tập đoàn Xây dựng Hòa Bình,ORG
Tập đoàn Đèo Cả,ORG
Việt Nam,ORG
Văn Tiến Thanh,PER
hội,ORG
Đảng,ORG
Bộ Xây dựng,ORG
Cao Tường Huy,PER
